beneficiary_id,project_id,country,region,aid_type,distribution_date,amount_usd,age,gender,household_size
B11264,P125,South Sudan,Kampala,Water & Sanitation,2024-10-10,158.47,14.0,Male,3
B11032,P145,Kenya,Kampala,Education Grant,2023-03-10,169.96,74.0,Male,7
B12749,P164,South Sudan,Kampala,Medical Support,2023-03-09,139.78,60.0,Female,3
B11226,P101,Uganda,Dar es Salaam,Medical Support,2024-11-17,152.19,21.0,Female,10
B10162,P185,Uganda,Nairobi,Medical Support,2024-06-28,207.93,41.0,Male,10
B10564,P142,Uganda,Kisumu,Education Grant,2023-09-25,210.06,49.0,Male,11
B11005,P122,Tanzania,Mombasa,Cash Transfer,2023-07-11,169.67,77.0,Female,2
B11206,P152,Ethiopia,Mombasa,Water & Sanitation,2023-12-23,114.9,6.0,Male,2
B10881,P180,South Sudan,Kampala,Education Grant,2023-05-15,123.46,50.0,male,9
B11330,P126,South Sudan,Juba,Medical Support,2024-03-07,226.54,64.0,Male,2
B10803,P130,Tanzania,Mombasa,Water & Sanitation,2023-09-17,126.89,36.0,Female,2
B10030,P149,Uganda,Nairobi,Cash Transfer,2023-10-14,119.91,73.0,Female,7
B10414,P108,Tanzania,Addis Ababa,Water & Sanitation,2023-08-23,166.62,51.0,Female,8
B10693,P163,South Sudan,Kampala,Cash Transfer,2023-02-08,180.8,6.0,Female,11
B10173,P189,Uganda,Dar es Salaam,Education Grant,2024-11-30,167.06,30.0,Male,4
B11882,P140,Ethiopia,Mombasa,Cash Transfer,2023-07-20,88.28,78.0,male,1
B10296,P120,Kenya,Nairobi,Cash Transfer,2023-06-02,194.98,68.0,Male,1
B12138,P186,Uganda,Kisumu,Education Grant,2024-09-12,88.04,55.0,male,8
B11425,P116,Tanzania,Mombasa,Education Grant,2023-12-09,51.68,51.0,Male,9
B11018,P173,South Sudan,Nairobi,Water & Sanitation,2024-12-04,133.98,68.0,Male,10
B10478,P113,Tanzania,Juba,Medical Support,2024-12-09,303.94,30.0,Male,9
B11338,P188,Uganda,Juba,Medical Support,2023-02-24,130.59,34.0,Male,11
B10463,P198,Tanzania,Dar es Salaam,Water & Sanitation,2024-03-05,160.7,75.0,Male,11
B11116,P130,Uganda,Nairobi,Water & Sanitation,2023-04-12,270.17,28.0,Male,6
B11793,P191,South Sudan,Juba,Water & Sanitation,2023-08-07,183.57,10.0,Male,7
B10907,P176,Kenya,Kisumu,Food Aid,2024-09-01,187.31,8.0,female,11
B12998,P185,Uganda,Nairobi,Food Aid,2024-11-23,166.71,12.0,Female,2
B12637,P111,South Sudan,Mombasa,Food Aid,2024-04-30,197.07,70.0,Male,9
B10676,P124,Kenya,Kisumu,Food Aid,2023-12-09,94.47,17.0,Female,7
B10073,P136,Kenya,Kampala,Medical Support,2023-08-06,228.23,63.0,Female,7
B11915,P195,Kenya,Kampala,Medical Support,2024-07-17,122.87,6.0,Female,8
B10650,P133,Ethiopia,Addis Ababa,Medical Support,2024-01-29,242.45,57.0,Female,10
B11741,P189,Ethiopia,Juba,Water & Sanitation,2024-03-15,141.56,9.0,Female,6
B12674,P112,Uganda,Kampala,Food Aid,2023-08-31,99.57,24.0,Male,8
B12461,P189,South Sudan,Nairobi,Cash Transfer,2023-09-14,187.13,49.0,Female,5
B11596,P174,Tanzania,Nairobi,Food Aid,2024-02-09,180.96,9.0,Female,8
B11053,P144,Tanzania,Addis Ababa,Food Aid,2024-04-14,163.03,46.0,Female,3
B11833,P117,Kenya,Dar es Salaam,Water & Sanitation,2024-01-24,164.36,17.0,Female,7
B10430,P128,Ethiopia,Kampala,Medical Support,2024-03-15,90.84,28.0,Male,6
B11642,P118,Kenya,Kampala,Education Grant,2023-10-01,146.02,52.0,female,11
B10601,P191,Tanzania,Dar es Salaam,Medical Support,2024-12-20,103.89,19.0,Female,11
B10368,P133,Uganda,Addis Ababa,Water & Sanitation,2024-06-14,154.88,44.0,Female,6
B12956,P107,Kenya,Juba,Water & Sanitation,2024-07-13,196.61,32.0,female,9
B11839,P196,Uganda,Juba,Food Aid,2023-06-21,139.59,51.0,Male,9
B10511,P104,Uganda,Juba,Food Aid,2024-08-26,147.49,16.0,M,2
B10567,P196,Tanzania,Mombasa,Cash Transfer,2024-10-30,99.6,79.0,Male,2
B11565,P114,Kenya,Juba,Cash Transfer,2023-11-07,135.93,40.0,Male,10
B10324,P100,Uganda,Dar es Salaam,Education Grant,2023-11-06,99.7,26.0,male,11
B12746,P118,Kenya,Juba,Cash Transfer,2024-12-08,162.07,54.0,Male,5
B12809,P101,South Sudan,Juba,Water & Sanitation,2024-04-03,122.52,42.0,M,7
B11764,P158,Uganda,Addis Ababa,Cash Transfer,2023-01-30,137.7,36.0,Male,4
B12655,P189,Ethiopia,Kampala,Medical Support,2023-01-19,192.73,25.0,Female,2
B12113,P139,Uganda,Mombasa,Education Grant,2024-05-20,99.89,35.0,Female,11
B12560,P160,South Sudan,Juba,Water & Sanitation,2024-01-18,99.31,48.0,Male,9
B10785,P196,Ethiopia,Kisumu,Education Grant,2024-07-19,204.04,50.0,Female,6
B11674,P177,Ethiopia,Addis Ababa,Cash Transfer,2023-03-09,230.77,23.0,Male,4
B10239,P183,Ethiopia,Kampala,Food Aid,2024-10-01,192.62,35.0,Female,7
B12743,P105,South Sudan,Dar es Salaam,Food Aid,2024-11-12,177.91,75.0,Female,6
B10416,P149,Kenya,Dar es Salaam,Medical Support,2023-06-24,227.56,,Female,10
B11127,P103,Ethiopia,Addis Ababa,Cash Transfer,2023-03-25,112.29,9.0,Female,7
B10798,P153,Tanzania,Nairobi,Food Aid,2023-06-14,151.42,57.0,Female,6
B11159,P135,Tanzania,Dar es Salaam,Water & Sanitation,2024-08-02,133.76,71.0,Female,8
B10495,P121,Kenya,Addis Ababa,Education Grant,2024-02-12,176.95,65.0,Male,2
B12736,P130,Tanzania,Mombasa,Food Aid,2023-06-08,133.24,76.0,Female,6
B10831,P175,Uganda,Dar es Salaam,Medical Support,2024-05-07,104.07,71.0,Male,4
B10565,P153,Kenya,Mombasa,Water & Sanitation,2023-08-14,129.6,63.0,Female,9
B12087,P185,Uganda,Mombasa,Education Grant,2024-04-21,142.61,36.0,Male,3
B12089,P115,Uganda,Dar es Salaam,Cash Transfer,2023-09-13,222.62,61.0,Male,2
B10840,P173,Ethiopia,Nairobi,Medical Support,2023-06-23,147.53,49.0,female,10
B10859,P142,Ethiopia,Kampala,Cash Transfer,2024-10-14,181.65,9.0,Male,9
B11405,P132,Kenya,Juba,Food Aid,2023-04-29,112.16,56.0,Male,1
B11105,P149,Tanzania,Juba,Medical Support,2024-05-26,98.0,74.0,Female,4
B10532,P180,Uganda,Mombasa,Medical Support,2024-12-01,146.7,46.0,Male,1
B11583,P111,Ethiopia,Dar es Salaam,Education Grant,2024-11-30,153.08,8.0,Male,8
B12168,P139,Ethiopia,Kampala,Cash Transfer,2023-06-26,138.3,75.0,Male,11
B12575,P150,Uganda,Addis Ababa,Water & Sanitation,2023-05-06,94.4,53.0,Male,7
B12053,P129,Ethiopia,Addis Ababa,Food Aid,2024-04-23,134.81,29.0,Female,11
B11113,P198,Uganda,Juba,Education Grant,2024-04-02,174.78,41.0,Female,3
B11660,P145,South Sudan,Nairobi,Water & Sanitation,2024-10-04,215.86,52.0,female,1
B12661,P123,Kenya,Nairobi,Education Grant,2023-11-01,105.25,28.0,Male,8
B10727,P157,Tanzania,Dar es Salaam,Cash Transfer,2023-03-18,167.38,76.0,Female,10
B10976,P100,Uganda,Addis Ababa,Cash Transfer,2023-12-02,127.38,66.0,Male,11
B11340,P109,South Sudan,Kampala,Water & Sanitation,2024-10-15,158.03,31.0,Female,5
B12490,P134,Ethiopia,Mombasa,Cash Transfer,2023-09-11,149.31,13.0,Female,4
B10108,P148,South Sudan,Dar es Salaam,Food Aid,2023-03-31,162.88,15.0,Male,3
B12353,P187,South Sudan,Juba,Food Aid,2023-08-15,81.7,60.0,Female,1
B11862,P105,Uganda,Kampala,Cash Transfer,2024-10-01,189.67,18.0,Female,3
B10949,P124,Kenya,Addis Ababa,Cash Transfer,2024-11-22,162.17,18.0,Male,8
B10318,P136,Ethiopia,Dar es Salaam,Medical Support,2023-12-15,166.21,76.0,Female,5
B11613,P118,South Sudan,Addis Ababa,Food Aid,2024-10-01,146.11,44.0,Female,8
B12121,P147,Tanzania,Kampala,Cash Transfer,2024-01-06,189.23,43.0,Male,2
B12111,P140,Ethiopia,Dar es Salaam,Cash Transfer,2024-07-20,141.86,45.0,Female,1
B11510,P114,Kenya,Kisumu,Medical Support,2023-11-28,92.92,25.0,Female,3
B11927,P107,Ethiopia,Nairobi,Food Aid,2024-12-03,135.7,63.0,Male,7
B11743,P103,Uganda,Dar es Salaam,Food Aid,2023-05-27,208.09,8.0,Female,10
B11921,P175,Tanzania,Addis Ababa,Education Grant,2024-09-28,187.4,5.0,Female,1
B11036,P133,Tanzania,Juba,Food Aid,2024-03-23,88.71,63.0,Male,5
B11860,P197,Kenya,Mombasa,Water & Sanitation,2023-06-22,143.28,15.0,Female,7
B11904,P197,Kenya,Mombasa,Water & Sanitation,2023-02-12,144.63,76.0,Male,1
B11395,P109,Uganda,Mombasa,Cash Transfer,2023-11-10,159.23,26.0,male,2
B11662,P181,Ethiopia,Kisumu,Medical Support,2024-11-22,43.91,79.0,Female,1
B10433,P110,Kenya,Addis Ababa,Water & Sanitation,2024-08-13,185.88,17.0,Female,10
B11993,P129,Tanzania,Kisumu,Cash Transfer,2024-02-09,185.42,29.0,Male,11
B10485,P139,Tanzania,Dar es Salaam,Food Aid,2023-02-19,78.89,29.0,Female,10
B10756,P153,Uganda,Nairobi,Cash Transfer,2024-10-12,174.67,78.0,Male,3
B12380,P127,Uganda,Addis Ababa,Food Aid,2023-11-13,101.81,19.0,Female,4
B11427,P178,Ethiopia,Juba,Water & Sanitation,2024-05-20,94.84,47.0,Female,8
B12896,P100,Uganda,Juba,Education Grant,2024-07-26,45.79,77.0,M,1
B11814,P129,Ethiopia,Addis Ababa,Water & Sanitation,2024-02-28,136.57,78.0,Male,9
B10070,P114,Uganda,Dar es Salaam,Cash Transfer,2023-09-14,168.07,59.0,Female,4
B10554,P140,Uganda,Nairobi,Cash Transfer,2024-10-01,166.88,27.0,female,9
B10817,P179,Kenya,Mombasa,Cash Transfer,2024-07-17,194.48,44.0,Female,2
B11606,P147,Uganda,Kisumu,Medical Support,2023-04-26,156.13,77.0,Female,8
B10056,P146,Ethiopia,Dar es Salaam,Education Grant,2024-01-24,108.04,55.0,Male,11
B10900,P154,Ethiopia,Juba,Water & Sanitation,2023-08-27,168.43,37.0,Female,8
B12083,P179,South Sudan,Nairobi,Education Grant,2024-07-02,35.19,13.0,Female,2
B11494,P104,South Sudan,Addis Ababa,Cash Transfer,2023-04-25,227.11,75.0,Male,10
B11283,P164,Ethiopia,Kampala,Medical Support,2023-11-01,197.84,73.0,Female,11
B10602,P128,Uganda,Dar es Salaam,Water & Sanitation,2023-10-12,193.48,50.0,Male,5
B12542,P196,Ethiopia,Kampala,Medical Support,2024-05-06,139.15,16.0,Female,3
B10309,P118,Tanzania,Dar es Salaam,Education Grant,2023-10-31,139.89,56.0,Female,4
B12546,P199,South Sudan,Nairobi,Medical Support,2024-04-16,81.12,21.0,Female,10
B11041,P102,Uganda,Juba,Food Aid,2024-10-14,127.06,5.0,Male,1
B10945,P118,Kenya,Kampala,Medical Support,2024-06-03,96.5,29.0,Female,3
B11263,P169,South Sudan,Addis Ababa,Water & Sanitation,2023-11-28,103.97,56.0,Male,5
B12476,P122,Ethiopia,Dar es Salaam,Water & Sanitation,2023-02-24,138.46,48.0,Male,7
B10393,P126,Ethiopia,Kampala,Medical Support,2023-11-29,241.57,69.0,Female,6
B11907,P162,Ethiopia,Addis Ababa,Education Grant,2024-10-28,93.66,48.0,Female,5
B10432,P175,Uganda,Addis Ababa,Water & Sanitation,2023-07-04,136.53,40.0,Male,2
B12471,P177,Ethiopia,Kisumu,Education Grant,2023-07-23,268.19,31.0,Male,2
B10755,P197,South Sudan,Nairobi,Medical Support,2024-01-12,281.62,58.0,Male,5
B12112,P132,Uganda,Nairobi,Education Grant,2023-05-24,152.05,52.0,M,6
B12722,P138,South Sudan,Addis Ababa,Education Grant,2024-05-04,97.05,22.0,Male,4
B12663,P157,Kenya,Kisumu,Water & Sanitation,2023-05-08,102.58,48.0,Male,5
B12775,P103,Ethiopia,Kampala,Education Grant,2023-06-03,135.76,26.0,Male,8
B11336,P132,Tanzania,Addis Ababa,Food Aid,2023-05-31,119.33,33.0,Female,2
B11241,P171,Ethiopia,Kampala,Cash Transfer,2023-12-10,139.82,19.0,Female,7
B11146,P191,South Sudan,Addis Ababa,Water & Sanitation,2023-11-01,95.19,46.0,Male,7
B12186,P157,Kenya,Nairobi,Medical Support,2023-04-07,78.8,68.0,female,7
B12830,P126,Uganda,Kampala,Medical Support,2024-10-05,64.81,41.0,Female,4
B12985,P144,Ethiopia,Dar es Salaam,Food Aid,2023-10-16,102.0,75.0,Male,3
B12646,P106,Uganda,Kisumu,Cash Transfer,2024-01-02,131.47,47.0,female,9
B11590,P103,Ethiopia,Nairobi,Education Grant,2023-09-08,96.39,20.0,Female,4
B10436,P130,South Sudan,Dar es Salaam,Education Grant,2024-12-05,231.43,76.0,Male,11
B12009,P154,Uganda,Nairobi,Food Aid,2023-04-08,196.88,69.0,Male,10
B10120,P153,South Sudan,Kampala,Cash Transfer,2023-09-11,189.55,14.0,Female,7
B12345,P109,Uganda,Addis Ababa,Water & Sanitation,2023-07-11,204.86,17.0,Male,7
B10845,P189,Kenya,Dar es Salaam,Cash Transfer,2024-05-10,174.62,60.0,Male,4
B12987,P196,Ethiopia,Nairobi,Water & Sanitation,2023-08-24,154.67,11.0,Female,7
B11536,P159,South Sudan,Kampala,Education Grant,2023-02-18,175.68,32.0,Male,10
B10313,P174,Tanzania,Nairobi,Cash Transfer,2024-05-14,190.68,46.0,Male,7
B12786,P184,Tanzania,Addis Ababa,Medical Support,2023-03-31,111.5,67.0,Male,5
B10233,P134,Kenya,Kisumu,Cash Transfer,2024-02-05,117.42,9.0,Male,11
B11099,P125,Uganda,Nairobi,Water & Sanitation,2024-04-16,167.32,43.0,Male,11
B10746,P153,South Sudan,Kisumu,Cash Transfer,2023-10-22,159.34,40.0,Male,7
B12431,P173,Kenya,Kampala,Medical Support,2023-10-28,99.02,12.0,Male,8
B11780,P147,Kenya,Kisumu,Food Aid,2023-01-26,79.68,7.0,Male,9
B10111,P163,Kenya,Kampala,Food Aid,2023-12-03,148.67,37.0,Male,1
B12523,P117,Ethiopia,Addis Ababa,Education Grant,2023-11-05,134.32,30.0,Male,5
B12916,P136,South Sudan,Nairobi,Education Grant,2024-05-01,141.22,33.0,Male,3
B10410,P106,Tanzania,Dar es Salaam,Medical Support,2023-01-19,185.58,18.0,Female,6
B10218,P165,Kenya,Nairobi,Medical Support,2024-12-18,125.73,24.0,Female,1
B11068,P129,Ethiopia,Addis Ababa,Water & Sanitation,2024-12-01,126.61,54.0,Female,2
B12650,P144,Tanzania,Kampala,Education Grant,2024-09-13,104.61,64.0,Female,6
B12665,P110,Tanzania,Dar es Salaam,Water & Sanitation,2024-07-24,81.64,63.0,M,9
B12535,P191,Kenya,Juba,Food Aid,2023-04-20,135.25,27.0,Male,3
B11783,P113,Kenya,Nairobi,Medical Support,2023-09-17,188.0,44.0,Male,6
B12920,P107,Kenya,Kampala,Food Aid,2024-04-24,114.06,13.0,female,4
B10999,P105,Ethiopia,Dar es Salaam,Education Grant,2024-03-10,178.63,24.0,female,10
B10568,P168,Kenya,Kampala,Water & Sanitation,2023-01-10,56.46,41.0,Female,8
B12835,P127,Uganda,Mombasa,Education Grant,2023-06-17,135.01,77.0,Male,11
B10812,P106,Ethiopia,Mombasa,Water & Sanitation,2024-11-23,222.35,76.0,female,2
B10387,P104,South Sudan,Juba,Water & Sanitation,2023-02-10,243.81,48.0,Female,1
B10599,P157,Kenya,Kisumu,Water & Sanitation,2023-06-08,168.87,31.0,Male,2
B11671,P129,Uganda,Nairobi,Water & Sanitation,2023-05-21,131.66,67.0,Male,4
B10572,P141,Uganda,Nairobi,Medical Support,2024-03-08,166.35,69.0,Female,3
B11242,P156,Uganda,Mombasa,Food Aid,2023-05-04,120.92,55.0,Male,9
B12106,P155,Kenya,Mombasa,Water & Sanitation,2023-05-24,104.97,61.0,Male,8
B12502,P125,South Sudan,Mombasa,Cash Transfer,2023-10-03,133.43,60.0,Male,8
B11896,P178,Kenya,Nairobi,Food Aid,2023-09-09,137.06,68.0,Female,7
B11869,P195,Kenya,Mombasa,Cash Transfer,2024-08-23,129.46,21.0,Female,1
B11135,P188,Tanzania,Kampala,Medical Support,2024-08-23,198.2,14.0,Female,2
B10135,P115,Uganda,Kisumu,Water & Sanitation,2023-03-13,227.5,38.0,Female,9
B11255,P132,Ethiopia,Dar es Salaam,Education Grant,2023-09-24,89.52,66.0,Male,1
B12184,P177,Kenya,Dar es Salaam,Water & Sanitation,2024-11-20,39.41,51.0,Female,8
B11978,P164,Uganda,Dar es Salaam,Water & Sanitation,2023-09-07,111.36,8.0,Female,7
B12273,P183,Tanzania,Juba,Cash Transfer,2024-02-05,151.71,17.0,Female,1
B10366,P108,Tanzania,Nairobi,Water & Sanitation,2023-05-30,161.2,74.0,Male,1
B11929,P138,Ethiopia,Kampala,Cash Transfer,2024-05-02,247.92,16.0,female,4
B11457,P104,Ethiopia,Dar es Salaam,Cash Transfer,2024-10-08,169.06,26.0,Female,7
B10029,P179,Tanzania,Mombasa,Cash Transfer,2024-03-09,135.42,66.0,Female,9
B12519,P184,Uganda,Juba,Water & Sanitation,2023-10-31,107.43,62.0,Male,3
B10022,P116,Kenya,Nairobi,Education Grant,2023-02-11,153.38,34.0,female,3
B11075,P119,Tanzania,Kisumu,Education Grant,2024-06-10,125.31,12.0,Male,11
B10962,P185,Kenya,Mombasa,Medical Support,2024-11-11,159.83,65.0,Female,3
B11455,P137,Kenya,Kampala,Medical Support,2024-03-19,61.96,64.0,Male,8
B12653,P179,Tanzania,Dar es Salaam,Medical Support,2023-11-14,201.53,77.0,Male,2
B10183,P155,South Sudan,Kampala,Cash Transfer,2023-12-25,174.12,63.0,Female,5
B10874,P136,Ethiopia,Mombasa,Education Grant,2023-03-12,148.34,12.0,male,2
B10188,P138,Kenya,Kisumu,Education Grant,2023-09-15,107.66,67.0,F,10
B10420,P115,Kenya,Kisumu,Food Aid,2023-08-22,253.04,16.0,Female,8
B10170,P169,Ethiopia,Kisumu,Medical Support,2023-01-05,105.52,40.0,Male,1
B11410,P113,Uganda,Nairobi,Education Grant,2024-09-06,216.41,12.0,Female,5
B10460,P118,South Sudan,Mombasa,Cash Transfer,2024-02-04,248.24,54.0,Male,8
B10043,P147,Uganda,Dar es Salaam,Water & Sanitation,2023-09-15,134.94,66.0,Female,9
B10087,P194,Kenya,Nairobi,Water & Sanitation,2023-03-27,166.44,51.0,Female,3
B11295,P194,Uganda,Juba,Education Grant,2024-03-22,145.06,48.0,Female,10
B11950,P155,Tanzania,Kampala,Education Grant,2024-12-30,61.35,48.0,Female,5
B10819,P158,Tanzania,Addis Ababa,Medical Support,2024-10-15,203.27,49.0,Female,3
B10736,P125,Kenya,Addis Ababa,Medical Support,2023-07-24,162.8,12.0,Female,2
B11949,P150,Uganda,Mombasa,Food Aid,2024-08-05,147.43,41.0,female,2
B10282,P199,Tanzania,Dar es Salaam,Education Grant,2023-08-28,229.3,57.0,Male,1
B10581,P133,Kenya,Juba,Cash Transfer,2024-04-16,129.24,76.0,Male,6
B10612,P136,Kenya,Kisumu,Water & Sanitation,2024-03-13,164.0,30.0,Female,2
B10998,P107,Tanzania,Dar es Salaam,Medical Support,2023-11-07,121.44,34.0,Female,11
B12333,P100,Kenya,Nairobi,Water & Sanitation,2024-10-18,132.15,70.0,Female,3
B10700,P189,Tanzania,Nairobi,Cash Transfer,2023-05-31,123.86,61.0,Female,2
B12470,P177,South Sudan,Addis Ababa,Medical Support,2023-08-20,203.65,76.0,Male,5
B12375,P153,Kenya,Kisumu,Food Aid,2023-05-17,222.42,56.0,Male,8
B12409,P112,Kenya,Kampala,Medical Support,2024-01-04,92.59,19.0,Female,11
B12129,P106,South Sudan,Kampala,Education Grant,2024-07-28,185.91,60.0,Male,5
B11321,P160,Uganda,Kisumu,Cash Transfer,2024-07-25,176.48,31.0,Female,6
B11073,P187,South Sudan,Juba,Food Aid,2023-05-29,85.85,69.0,Male,5
B12851,P143,Tanzania,Nairobi,Medical Support,2023-02-06,191.67,54.0,male,8
B11745,P118,Tanzania,Juba,Water & Sanitation,2024-12-26,161.92,56.0,Male,7
B10679,P153,Tanzania,Juba,Food Aid,2024-02-06,213.58,52.0,Male,1
B12208,P195,Uganda,Addis Ababa,Cash Transfer,2024-01-11,134.35,48.0,Male,5
B12242,P150,Ethiopia,Kisumu,Food Aid,2024-11-05,248.82,42.0,Male,6
B12225,P138,Uganda,Kampala,Cash Transfer,2024-12-12,1000.0,14.0,Female,7
B10221,P161,Kenya,Kampala,Education Grant,2024-04-17,56.64,73.0,Female,2
B12011,P168,South Sudan,Kampala,Education Grant,2023-11-01,111.86,26.0,Male,3
B12692,P155,South Sudan,Nairobi,Water & Sanitation,2023-05-02,148.03,63.0,Male,3
B12910,P148,Kenya,Dar es Salaam,Medical Support,2024-10-17,123.23,47.0,female,6
B11675,P164,South Sudan,Mombasa,Water & Sanitation,2023-12-11,133.88,51.0,Male,2
B11356,P179,South Sudan,Nairobi,Medical Support,2023-12-16,122.69,11.0,Female,1
B11621,P139,South Sudan,Juba,Cash Transfer,2023-08-20,78.09,,Male,4
B12325,P152,Tanzania,Kampala,Water & Sanitation,2024-03-23,183.44,39.0,male,11
B12564,P174,South Sudan,Mombasa,Medical Support,2024-06-23,105.23,52.0,Female,7
B12610,P123,Uganda,Dar es Salaam,Medical Support,2023-05-01,182.58,7.0,Male,7
B12742,P174,South Sudan,Dar es Salaam,Medical Support,2024-03-01,152.18,37.0,Female,2
B10272,P171,Kenya,Mombasa,Medical Support,2024-01-29,208.16,52.0,Female,10
B10521,P191,Ethiopia,Kampala,Medical Support,2024-11-03,177.17,72.0,Female,7
B10912,P150,Uganda,Juba,Medical Support,2023-08-28,162.47,60.0,Female,11
B12900,P153,Uganda,Juba,Water & Sanitation,2024-05-27,147.72,34.0,Male,3
B12696,P118,Kenya,Mombasa,Medical Support,2023-02-01,204.09,72.0,Male,8
B11817,P197,Uganda,Dar es Salaam,Cash Transfer,2023-04-14,114.04,46.0,Female,4
B12102,P132,South Sudan,Juba,Water & Sanitation,2024-03-09,106.52,19.0,Male,5
B12877,P113,Tanzania,Kisumu,Cash Transfer,2024-04-10,116.61,37.0,Male,11
B10897,P153,Ethiopia,Kampala,Water & Sanitation,2023-02-11,157.34,63.0,Male,1
B12332,P123,Tanzania,Addis Ababa,Medical Support,2023-05-25,74.11,,Female,3
B12044,P145,Tanzania,Addis Ababa,Cash Transfer,2024-06-30,108.88,12.0,Female,4
B12611,P119,Uganda,Addis Ababa,Water & Sanitation,2023-12-14,93.12,73.0,Female,7
B11125,P196,Kenya,Nairobi,Food Aid,2023-03-08,92.68,51.0,Male,1
B12609,P177,Kenya,Dar es Salaam,Food Aid,2023-08-28,213.74,29.0,Male,5
B12468,P110,Uganda,Kisumu,Food Aid,2024-01-12,184.17,56.0,female,3
B12638,P178,South Sudan,Dar es Salaam,Education Grant,2023-05-05,98.37,33.0,Female,8
B10168,P105,Ethiopia,Juba,Medical Support,2023-01-10,137.73,32.0,Male,9
B12494,P124,Uganda,Juba,Education Grant,2023-02-05,87.17,17.0,Male,7
B11228,P158,Tanzania,Dar es Salaam,Education Grant,2023-05-05,198.19,46.0,F,2
B11475,P158,Tanzania,Mombasa,Medical Support,2023-02-20,182.41,44.0,F,9
B11431,P189,Ethiopia,Nairobi,Food Aid,2024-06-06,190.79,64.0,Female,4
B11317,P172,Uganda,Mombasa,Medical Support,2023-08-05,134.74,44.0,Male,5
B12251,P125,Ethiopia,Kisumu,Water & Sanitation,2024-03-05,225.56,,Male,10
B11954,P156,South Sudan,Addis Ababa,Food Aid,2024-05-16,120.22,54.0,Female,3
B10367,P171,Kenya,Dar es Salaam,Education Grant,2023-07-14,150.63,62.0,Male,3
B12890,P115,Kenya,Kampala,Water & Sanitation,2024-12-13,157.06,10.0,Male,11
B12292,P129,Tanzania,Addis Ababa,Education Grant,2023-03-07,154.27,6.0,Female,9
B11898,P170,South Sudan,Addis Ababa,Education Grant,2024-12-23,178.05,10.0,Female,1
B11334,P196,Kenya,Dar es Salaam,Cash Transfer,2023-04-20,157.43,64.0,Female,11
B10351,P188,Uganda,Kisumu,Food Aid,2023-12-20,223.77,42.0,Female,6
B12942,P169,Tanzania,Kisumu,Food Aid,2023-11-24,182.02,6.0,Male,1
B11161,P171,South Sudan,Kampala,Food Aid,2023-06-29,264.55,31.0,Female,7
B11124,P138,Ethiopia,Kampala,Food Aid,2024-12-06,231.67,69.0,Male,5
B11886,P167,Tanzania,Dar es Salaam,Food Aid,2023-02-06,109.52,73.0,Female,2
B12708,P150,South Sudan,Kampala,Water & Sanitation,2024-08-07,132.43,40.0,female,6
B12387,P175,Uganda,Kisumu,Education Grant,2024-11-05,103.79,20.0,Female,4
B10498,P123,Uganda,Kisumu,Education Grant,2023-07-22,106.22,57.0,Male,11
B11665,P169,Uganda,Nairobi,Food Aid,2023-05-20,1000.0,52.0,Male,2
B10210,P114,Tanzania,Mombasa,Water & Sanitation,2024-06-20,178.54,23.0,Female,2
B10787,P160,South Sudan,Mombasa,Food Aid,2023-01-15,172.96,48.0,Male,9
B11011,P100,Kenya,Dar es Salaam,Education Grant,2023-08-23,159.88,48.0,Female,5
B10227,P160,South Sudan,Addis Ababa,Water & Sanitation,2024-06-08,96.11,54.0,Male,8
B10365,P103,Tanzania,Kampala,Cash Transfer,2023-10-27,129.94,30.0,Female,6
B10718,P156,Tanzania,Kisumu,Water & Sanitation,2023-07-31,131.82,55.0,Female,6
B11055,P186,Uganda,Dar es Salaam,Education Grant,2023-11-07,116.42,72.0,Female,2
B12218,P103,South Sudan,Kisumu,Food Aid,2023-09-08,254.99,38.0,Male,3
B12446,P162,Ethiopia,Mombasa,Medical Support,2024-09-19,164.71,56.0,Female,11
B12271,P118,Uganda,Mombasa,Medical Support,2024-01-23,125.64,76.0,Male,9
B10407,P144,Uganda,Juba,Food Aid,2023-01-03,142.88,49.0,Female,4
B11962,P145,Uganda,Kisumu,Food Aid,2024-02-08,176.06,13.0,Male,10
B12355,P135,Ethiopia,Kisumu,Food Aid,2024-01-09,163.06,45.0,female,5
B11562,P106,South Sudan,Dar es Salaam,Food Aid,2024-09-20,28.79,57.0,Female,2
B10598,P184,Kenya,Kampala,Food Aid,2024-01-13,127.79,30.0,Female,2
B12424,P145,Kenya,Nairobi,Education Grant,2024-09-17,73.44,51.0,Female,3
B10605,P155,Uganda,Dar es Salaam,Cash Transfer,2024-06-23,243.84,61.0,Female,9
B10007,P107,Uganda,Addis Ababa,Food Aid,2023-05-10,188.37,23.0,Male,10
